회사명,시장구분,종목코드,업종,상장일,결산월,지역
서흥,유가,8490,기타 화학제품 제조업,1990-03-27,12월,충청북도
성문전자,유가,14910,전자부품 제조업,1990-03-24,12월,경기도
HLB글로벌,유가,3580,종합 소매업,1990-03-23,12월,강원특별자치도
일진홀딩스,유가,15860,기타 금융업,1990-03-22,12월,경기도
대영포장,유가,14160,"골판지, 종이 상자 및 종이용기 제조업",1990-03-06,12월,경기도
영화금속,유가,12280,자동차 신품 부품 제조업,1990-01-25,12월,경상남도
신풍제약,유가,19170,의약품 제조업,1990-01-20,12월,경기도
동성제약,유가,2210,의약품 제조업,1990-01-19,12월,서울특별시
카스,코스닥,16920,기계장비 및 관련 물품 도매업,1990-01-04,12월,경기도
아센디오,유가,12170,"영화, 비디오물, 방송프로그램 제작 및 배급업",1989-12-20,12월,서울특별시
한올바이오파마,유가,9420,의약품 제조업,1989-12-18,12월,대전광역시
하이록코리아,코스닥,13030,1차 철강 제조업,1989-12-15,12월,부산광역시
유니켐,유가,11330,"가죽, 가방 및 유사제품 제조업",1989-12-14,12월,경기도
대창,유가,12800,1차 비철금속 제조업,1989-12-05,12월,경기도
국보,유가,1140,도로 화물 운송업,1989-12-02,12월,부산광역시
일성건설,유가,13360,토목 건설업,1989-12-02,12월,경기도
까뮤이앤씨,유가,13700,건물 건설업,1989-11-30,12월,경기도
보락,유가,2760,기타 화학제품 제조업,1989-11-30,12월,경기도
선도전기,유가,7610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1989-11-30,12월,경기도
씨아이테크,유가,4920,영상 및 음향기기 제조업,1989-11-30,12월,서울특별시
광동제약,유가,9290,의약품 제조업,1989-11-17,12월,경기도
갤럭시아에스엠,유가,11420,스포츠 서비스업,1989-11-14,12월,서울특별시
남성,유가,4270,기타 전문 도매업,1989-11-14,12월,서울특별시
KISCO홀딩스,유가,1940,1차 철강 제조업,1989-11-13,12월,경상남도
태영건설,유가,9410,토목 건설업,1989-11-13,12월,경기도
한국특강,유가,7280,1차 철강 제조업,1989-11-13,12월,경상남도
한솔로지스틱스,유가,9180,기타 운송관련 서비스업,1989-11-13,12월,서울특별시
삼양통상,유가,2170,"가죽, 가방 및 유사제품 제조업",1989-11-10,12월,서울특별시
SK텔레콤,유가,17670,전기 통신업,1989-11-07,12월,서울특별시
진양폴리우레탄,유가,10640,플라스틱제품 제조업,1989-09-30,12월,경기도
미창석유공업,유가,3650,석유 정제품 제조업,1989-09-27,12월,부산광역시
삼익THK,유가,4380,일반 목적용 기계 제조업,1989-09-26,12월,대구광역시
미원상사,유가,2840,기타 화학제품 제조업,1989-09-25,12월,경기도
서연,유가,7860,기타 금융업,1989-09-09,12월,경기도
SBI인베스트먼트,코스닥,19550,신탁업 및 집합투자업,1989-09-06,12월,서울특별시
세우글로벌,유가,13000,기타 전문 도매업,1989-09-05,12월,인천광역시
현대모비스,유가,12330,자동차 신품 부품 제조업,1989-09-05,12월,서울특별시
KG케미칼,유가,1390,기초 화학물질 제조업,1989-08-25,12월,울산광역시
아진전자부품,유가,9320,자동차 신품 부품 제조업,1989-08-25,12월,전북특별자치도
현대해상,유가,1450,보험업,1989-08-25,12월,서울특별시
현대지에프홀딩스,유가,5440,기타 금융업,1989-08-22,12월,서울특별시
한국전력공사,유가,15760,전기업,1989-08-10,12월,전라남도
국도화학,유가,7690,기초 화학물질 제조업,1989-08-05,12월,서울특별시
녹십자,유가,6280,의약품 제조업,1989-08-01,12월,경기도
SIMPAC,유가,9160,1차 철강 제조업,1989-07-29,12월,인천광역시
윌비스,유가,8600,생활용품 도매업,1989-07-28,12월,충청남도
대창단조,유가,15230,자동차 신품 부품 제조업,1989-07-25,12월,경상남도
사조산업,유가,7160,수산물 가공 및 저장 처리업,1989-07-25,12월,서울특별시
한익스프레스,유가,14130,도로 화물 운송업,1989-07-25,12월,경기도
사조동아원,유가,8040,"곡물가공품, 전분 및 전분제품 제조업",1989-06-24,12월,서울특별시
경인전자,유가,9140,전자부품 제조업,1989-06-20,12월,서울특별시
무림P&P,유가,9580,"펄프, 종이 및 판지 제조업",1989-06-20,12월,울산광역시
인디에프,유가,14990,봉제의복 제조업,1989-06-20,12월,서울특별시
디와이,유가,13570,기타 금융업,1989-05-30,12월,인천광역시
방림,유가,3610,직물직조 및 직물제품 제조업,1989-05-30,09월,서울특별시
DKME,유가,15590,일반 목적용 기계 제조업,1989-05-27,12월,울산광역시
한솔케미칼,유가,14680,기초 화학물질 제조업,1989-05-20,12월,서울특별시
퍼스텍,유가,10820,무기 및 총포탄 제조업,1989-05-10,12월,경상남도
플루토스,코스닥,19570,신탁업 및 집합투자업,1989-03-14,12월,서울특별시
동원산업,유가,6040,기타 금융업,1989-03-07,12월,서울특별시
대덕,유가,8060,기타 금융업,1989-01-26,12월,경기도
한성기업,유가,3680,수산물 가공 및 저장 처리업,1989-01-26,12월,부산광역시
모헨즈,코스닥,6920,"시멘트, 석회, 플라스터 및 그 제품 제조업",1989-01-05,12월,충청남도
이스타코,유가,15020,부동산 임대 및 공급업,1988-12-23,12월,서울특별시
태림포장,유가,11280,"골판지, 종이 상자 및 종이용기 제조업",1988-12-20,12월,경기도
아세아제지,유가,2310,"골판지, 종이 상자 및 종이용기 제조업",1988-12-15,12월,서울특별시
화천기계,유가,10660,특수 목적용 기계 제조업,1988-12-12,12월,서울특별시
CJ씨푸드,유가,11150,기타 식품 제조업,1988-11-26,12월,경기도
SHD,유가,1770,1차 철강 제조업,1988-11-23,12월,경기도
조일알미늄,유가,18470,1차 비철금속 제조업,1988-11-22,12월,경상북도
에스엘,유가,5850,자동차 신품 부품 제조업,1988-11-08,12월,대구광역시
영원무역홀딩스,유가,9970,기타 금융업,1988-11-07,12월,서울특별시
더존비즈온,유가,12510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1988-10-28,12월,강원특별자치도
보령,유가,3850,의약품 제조업,1988-10-24,12월,서울특별시
이건산업,유가,8250,나무제품 제조업,1988-10-21,12월,인천광역시
모나리자,유가,12690,기타 종이 및 판지 제품 제조업,1988-10-14,12월,서울특별시
대구백화점,유가,6370,종합 소매업,1988-10-10,12월,대구광역시
우성,유가,6980,"곡물가공품, 전분 및 전분제품 제조업",1988-10-10,12월,대전광역시
유성기업,유가,2920,자동차 신품 부품 제조업,1988-10-10,12월,충청남도
한일철강,유가,2220,1차 철강 제조업,1988-10-07,12월,서울특별시
삼익악기,유가,2450,악기 제조업,1988-09-30,12월,충청북도
HS화성,유가,2460,건물 건설업,1988-09-29,12월,대구광역시
DN오토모티브,유가,7340,일차전지 및 이차전지 제조업,1988-09-24,12월,경상남도
보해양조,유가,890,알코올음료 제조업,1988-09-23,12월,전라남도
상상인증권,유가,1290,금융 지원 서비스업,1988-09-23,12월,서울특별시
혜인,유가,3010,기계장비 및 관련 물품 도매업,1988-09-20,12월,서울특별시
금강공업,유가,14280,1차 철강 제조업,1988-09-10,12월,부산광역시
플레이그램,유가,9810,기타 전문 도매업,1988-08-31,12월,서울특별시
율촌화학,유가,8730,플라스틱제품 제조업,1988-08-30,12월,서울특별시
신원,유가,9270,봉제의복 제조업,1988-08-24,12월,서울특별시
동방,유가,4140,기타 운송관련 서비스업,1988-08-10,12월,서울특별시
한국쉘석유,유가,2960,석유 정제품 제조업,1988-08-10,12월,부산광역시
부광약품,유가,3000,의약품 제조업,1988-08-05,12월,서울특별시
풍산홀딩스,유가,5810,기타 금융업,1988-07-28,12월,인천광역시
부국증권,유가,1270,금융 지원 서비스업,1988-07-19,12월,서울특별시
계양전기,유가,12200,일반 목적용 기계 제조업,1988-07-06,12월,서울특별시
한솔테크닉스,유가,4710,전자부품 제조업,1988-07-06,12월,서울특별시
DB증권,유가,16610,금융 지원 서비스업,1988-06-27,12월,서울특별시
한미사이언스,유가,8930,기타 금융업,1988-06-20,12월,경기도
삼진제약,유가,5500,의약품 제조업,1988-06-18,12월,서울특별시
POSCO홀딩스,유가,5490,1차 철강 제조업,1988-06-10,12월,경상북도
범양건영,유가,2410,건물 건설업,1988-05-25,12월,부산광역시
파미셀,유가,5690,기초 의약물질 제조업,1988-05-20,12월,서울특별시
동국홀딩스,유가,1230,기타 금융업,1988-05-09,12월,서울특별시
대원전선,유가,6340,절연선 및 케이블 제조업,1988-05-04,12월,충청남도
이수화학,유가,5950,기초 화학물질 제조업,1988-04-28,12월,서울특별시
삼성증권,유가,16360,금융 지원 서비스업,1988-03-28,12월,서울특별시
삼영무역,유가,2810,기타 전문 도매업,1988-03-28,12월,서울특별시
한양증권,유가,1750,금융 지원 서비스업,1988-03-04,12월,서울특별시
금호석유화학,유가,11780,기초 화학물질 제조업,1988-01-22,12월,서울특별시
유안타증권,유가,3470,금융 지원 서비스업,1988-01-21,12월,서울특별시
제일파마홀딩스,유가,2620,회사 본부 및 경영 컨설팅 서비스업,1988-01-20,12월,서울특별시
에이엔피,유가,15260,전자부품 제조업,1988-01-18,12월,인천광역시
한창제지,유가,9460,"펄프, 종이 및 판지 제조업",1987-12-23,12월,경상남도
넥센,유가,5720,고무제품 제조업,1987-12-19,12월,경상남도
삼성공조,유가,6660,자동차 신품 부품 제조업,1987-11-28,12월,경상남도
세방전지,유가,4490,일차전지 및 이차전지 제조업,1987-11-28,12월,서울특별시
진원생명과학,유가,11000,의약품 제조업,1987-11-16,12월,서울특별시
참엔지니어링,유가,9310,특수 목적용 기계 제조업,1987-11-12,12월,경기도
한국무브넥스,유가,10100,자동차 신품 부품 제조업,1987-10-02,12월,울산광역시
코스모신소재,유가,5070,기타 화학제품 제조업,1987-09-28,12월,충청북도
덕성,유가,4830,플라스틱제품 제조업,1987-09-25,12월,경기도
신영증권,유가,1720,금융 지원 서비스업,1987-08-24,03월,서울특별시
유진증권,유가,1200,금융 지원 서비스업,1987-08-24,12월,서울특별시
유화증권,유가,3460,금융 지원 서비스업,1987-08-24,12월,서울특별시
한신기계공업,유가,11700,일반 목적용 기계 제조업,1987-07-24,12월,경기도
코스모화학,유가,5420,기타 화학제품 제조업,1987-07-23,12월,서울특별시
가온전선,유가,500,절연선 및 케이블 제조업,1987-06-08,12월,경기도
S-Oil,유가,10950,석유 정제품 제조업,1987-05-27,12월,서울특별시
한화에어로스페이스,유가,12450,"항공기,우주선 및 부품 제조업",1987-05-27,12월,경상남도
삼화전자공업,유가,11230,영상 및 음향기기 제조업,1987-05-25,12월,경기도
현대제철,유가,4020,1차 철강 제조업,1987-05-23,12월,인천광역시
써니전자,유가,4770,전자부품 제조업,1987-04-22,12월,충청북도
현대비앤지스틸,유가,4560,1차 철강 제조업,1987-03-24,12월,경상남도
사조오양,유가,6090,수산물 가공 및 저장 처리업,1986-12-24,12월,서울특별시
한화투자증권,유가,3530,금융 지원 서비스업,1986-11-25,12월,서울특별시
삼화전기,유가,9470,전자부품 제조업,1986-11-24,12월,충청북도
SK증권,유가,1510,금융 지원 서비스업,1986-09-20,12월,서울특별시
평화홀딩스,유가,10770,자동차 신품 부품 제조업,1986-03-31,12월,대구광역시
일신석재,유가,7110,"건축자재, 철물 및 난방장치 도매업",1986-03-04,12월,서울특별시
KG스틸,유가,16380,1차 철강 제조업,1986-02-03,12월,서울특별시
아이에스동서,유가,10780,"시멘트, 석회, 플라스터 및 그 제품 제조업",1986-01-27,12월,서울특별시
SH에너지화학,유가,2360,기초 화학물질 제조업,1985-12-23,12월,전북특별자치도
대한화섬,유가,3830,화학섬유 제조업,1985-12-23,12월,서울특별시
코리아써키트,유가,7810,전자부품 제조업,1985-09-09,12월,경기도
신세계,유가,4170,종합 소매업,1985-08-19,12월,서울특별시
OCI홀딩스,유가,10060,기타 금융업,1985-07-09,12월,서울특별시
삼일제약,유가,520,의약품 제조업,1985-05-29,12월,서울특별시
인스코비,유가,6490,전기 통신업,1985-01-17,12월,서울특별시
일성아이에스,유가,3120,의약품 제조업,1985-01-14,12월,서울특별시
현대건설,유가,720,토목 건설업,1984-12-22,12월,서울특별시
TCC스틸,유가,2710,1차 철강 제조업,1984-12-21,12월,경상북도
에이프로젠바이오로직스,유가,3060,의약품 제조업,1984-10-19,12월,서울특별시
F&F 홀딩스,유가,7700,기타 금융업,1984-10-04,12월,서울특별시
아남전자,유가,8700,영상 및 음향기기 제조업,1984-08-11,12월,서울특별시
HD현대미포,유가,10620,선박 및 보트 건조업,1983-12-20,12월,울산광역시
GS건설,유가,6360,건물 건설업,1981-08-03,12월,서울특별시
삼아알미늄,유가,6110,1차 비철금속 제조업,1980-12-05,12월,경기도
한국전자홀딩스,유가,6200,기타 금융업,1979-11-30,12월,서울특별시
삼성SDI,유가,6400,일차전지 및 이차전지 제조업,1979-02-27,12월,경기도
삼성전기,유가,9150,전자부품 제조업,1979-02-27,12월,경기도
동부건설,유가,5960,토목 건설업,1978-10-30,12월,서울특별시
케이씨티시,유가,9070,도로 화물 운송업,1978-09-29,12월,서울특별시
코오롱글로벌,유가,3070,토목 건설업,1978-09-15,12월,경기도
빙그레,유가,5180,동·식물성 유지 및 낙농제품 제조업,1978-08-31,12월,경기도
녹십자홀딩스,유가,5250,회사 본부 및 경영 컨설팅 서비스업,1978-08-28,12월,경기도
시알홀딩스,유가,480,"내화, 비내화 요업제품 제조업",1978-06-30,12월,전라남도
현대약품,유가,4310,의약품 제조업,1978-06-28,11월,충청남도
남양유업,유가,3920,동·식물성 유지 및 낙농제품 제조업,1978-06-24,12월,서울특별시
남선알미늄,유가,8350,1차 비철금속 제조업,1978-05-22,12월,대구광역시
한국화장품제조,유가,3350,기타 화학제품 제조업,1978-02-06,12월,서울특별시
현대코퍼레이션,유가,11760,상품 종합 도매업,1977-12-01,12월,서울특별시
